Debtor_ID,Debtor_Name,Billing_Month,Original_Debt,Amount_Paid,Cost_To_Acquire,Is_Blacklisted,Has_External_Debts,Remaining_Balance,Net_Profit,Days_Past_Due,Critical_Alert,Risk_Tier
225,Debtor_0225,2025-09-01,4107.36,1399.3,392.27,FALSE,FALSE,2708.06,1007.03,326,FALSE,Watch
226,Debtor_0226,2025-07-01,9935.92,1206.26,420.35,FALSE,FALSE,8729.66,785.91,388,FALSE,Watch
227,Debtor_0227,2025-11-01,4031.13,1213.64,279.21,FALSE,FALSE,2817.49,934.43,265,FALSE,Watch
228,Debtor_0228,2025-07-01,2632.72,1290.85,310.13,FALSE,FALSE,1341.87,980.72,388,FALSE,Watch
229,Debtor_0229,2025-12-01,1055.99,863.17,66.78,FALSE,FALSE,192.82,796.39,235,FALSE,Watch
230,Debtor_0230,2025-01-01,3325.25,1404.56,140.26,FALSE,FALSE,1920.69,1264.3,569,FALSE,Watch
231,Debtor_0231,2025-04-01,4537.73,3298.65,248.66,FALSE,FALSE,1239.08,3049.99,479,FALSE,Watch
232,Debtor_0232,2025-03-01,2328.76,205.99,251.13,FALSE,TRUE,2122.77,-45.14,510,TRUE,Critical
233,Debtor_0233,2025-11-01,3997.13,3105.83,353.1,FALSE,TRUE,891.3,2752.73,265,TRUE,Critical
234,Debtor_0234,2025-03-01,701.81,169.74,149.82,FALSE,FALSE,532.07,19.92,510,FALSE,Watch
235,Debtor_0235,2025-02-01,11960.36,3981.2,321.97,FALSE,FALSE,7979.16,3659.23,538,FALSE,Watch
236,Debtor_0236,2025-06-01,9750.52,1598.5,268.67,FALSE,TRUE,8152.02,1329.83,418,TRUE,Severe
237,Debtor_0237,2025-05-01,1495.68,649.14,216.7,FALSE,FALSE,846.54,432.44,449,FALSE,Watch
238,Debtor_0238,2025-09-01,10504.23,1779.8,392.98,FALSE,FALSE,8724.43,1386.82,326,FALSE,Watch
239,Debtor_0239,2025-02-01,6877.74,3623.78,85.78,FALSE,FALSE,3253.96,3538,538,FALSE,Watch
240,Debtor_0240,2025-01-01,5345.85,4081.2,169.69,FALSE,FALSE,1264.65,3911.51,569,FALSE,Watch
241,Debtor_0241,2025-04-01,1277.82,449.8,343.81,FALSE,FALSE,828.02,105.99,479,FALSE,Watch
242,Debtor_0242,2025-02-01,6956.54,2411.35,264.11,FALSE,TRUE,4545.19,2147.24,538,TRUE,Critical
243,Debtor_0243,2025-05-01,1313.3,428.46,113.68,FALSE,TRUE,884.84,314.78,449,TRUE,Critical
244,Debtor_0244,2025-03-01,2931.01,1632.75,319.47,FALSE,FALSE,1298.26,1313.28,510,FALSE,Watch
245,Debtor_0245,2025-10-01,6820.63,3965.19,83.18,FALSE,FALSE,2855.44,3882.01,296,FALSE,Watch
246,Debtor_0246,2025-08-01,6042.79,2916.58,158.32,FALSE,TRUE,3126.21,2758.26,357,TRUE,Critical
247,Debtor_0247,2025-09-01,2333.9,763.01,336.86,FALSE,FALSE,1570.89,426.15,326,FALSE,Watch
248,Debtor_0248,2025-07-01,2220.16,1177.18,58.61,FALSE,FALSE,1042.98,1118.57,388,FALSE,Watch
249,Debtor_0249,2025-11-01,6241.64,1694.09,84.62,FALSE,FALSE,4547.55,1609.47,265,FALSE,Watch
250,Debtor_0250,2025-10-01,11316.5,3759.39,211.23,TRUE,TRUE,7557.11,3548.16,296,TRUE,Severe
